ID,Name_English,Countries,Degree_endangerment,Number_speakers,Description_location,endangerment_score,Countries_list,Region,Population,Area_sq_mi,Pop_density,Coastline,Migration,Infant_mortality,GDP,Literacy,Phones,Arable,Crops,Other,Climate,Birthrate,Deathrate,Agriculture,Industry,Service
414,South Saami,"Norway, Sweden",Severely endangered,500.0,"Vilhelmina County and parts of neigbouring counties in Västerbotten Province (Åsele Lappmark), Strömsund, Krokom, Åre, Berg and Härjedalen counties in Jämtland Province, and Idre region in Älvdalen County in Dalarna Province, Sweden; southern parts (up till Rana) in Nordland Province, many parts of Nord-Trøndelag and Sør-Trøndelag provinces and Engerdal region in Hedmark Province, Norway",3,Norway,WESTERN EUROPE                     ,4610820.0,323802.0,"14,2","7,77","1,74","3,7",37800.0,"100,0","461,7","2,87",0,"97,13",3,"11,46","9,4","0,021","0,415","0,564"
414,South Saami,"Norway, Sweden",Severely endangered,500.0,"Vilhelmina County and parts of neigbouring counties in Västerbotten Province (Åsele Lappmark), Strömsund, Krokom, Åre, Berg and Härjedalen counties in Jämtland Province, and Idre region in Älvdalen County in Dalarna Province, Sweden; southern parts (up till Rana) in Nordland Province, many parts of Nord-Trøndelag and Sør-Trøndelag provinces and Engerdal region in Hedmark Province, Norway",3,Sweden,WESTERN EUROPE                     ,9016596.0,449964.0,"20,0","0,72","1,67","2,77",26800.0,"99,0","715,0","6,54","0,01","93,45",3,"10,27","10,31","0,011","0,282","0,707"
2567,Taikat,Indonesia,Definitely endangered,500.0,Irian Jaya,2,Indonesia,ASIA (EX. NEAR EAST)         ,245452739.0,1919440.0,"127,9","2,85",0,"35,6",3200.0,"87,9","52,0","11,32","7,23","81,45",2,"20,34","6,25","0,134","0,458","0,408"
2319,Taloki,Indonesia,Definitely endangered,500.0,Sulawesi,2,Indonesia,ASIA (EX. NEAR EAST)         ,245452739.0,1919440.0,"127,9","2,85",0,"35,6",3200.0,"87,9","52,0","11,32","7,23","81,45",2,"20,34","6,25","0,134","0,458","0,408"
1644,Tamki,Chad,Critically endangered,500.0,,4,Chad,SUB-SAHARAN AFRICA                 ,9944201.0,1284000.0,"7,7","0,00","-0,11","93,82",1200.0,"47,5","1,3","2,86","0,02","97,12",2,"45,73","16,38","0,335","0,259","0,406"
1866,Tawahka,Honduras,Severely endangered,500.0,"Banks of Patuca river, Gracias a Dios dept; part of Olancho dept.",3,Honduras,LATIN AMER. & CARIB    ,7326496.0,112090.0,"65,4","0,73","-1,99","29,32",2600.0,"76,2","67,5","9,55","3,22","87,23",2,"28,24","5,28","0,139","0,312","0,549"
1003,Thavung (Thailand),Thailand,Severely endangered,500.0,,3,Thailand,ASIA (EX. NEAR EAST)         ,64631595.0,514000.0,"125,7","0,63",0,"20,48",7400.0,"92,6","108,9","29,36","6,46","64,18",2,"13,87","7,04","0,099","0,441","0,46"
2322,Tomadino,Indonesia,Definitely endangered,500.0,Sulawesi,2,Indonesia,ASIA (EX. NEAR EAST)         ,245452739.0,1919440.0,"127,9","2,85",0,"35,6",3200.0,"87,9","52,0","11,32","7,23","81,45",2,"20,34","6,25","0,134","0,458","0,408"
2619,Toratán,Indonesia,Definitely endangered,500.0,"Northestern section of the northern penincula, Sulawesi",2,Indonesia,ASIA (EX. NEAR EAST)         ,245452739.0,1919440.0,"127,9","2,85",0,"35,6",3200.0,"87,9","52,0","11,32","7,23","81,45",2,"20,34","6,25","0,134","0,458","0,408"
1292,Tunisian Judeo-Arabic (Tunisia),Tunisia,Critically endangered,500.0,Spoken mainly in Tunis. The other jewish community of Tunisia is in Djerba where the language is Tamazight (Djerbi),4,Tunisia,NORTHERN AFRICA                    ,10175014.0,163610.0,"62,2","0,70","-0,57","24,77",6900.0,"74,2","123,6","17,86","13,74","68,4",3,"15,52","5,13","0,132","0,318","0,55"
1890,Ulwa,Nicaragua,Severely endangered,500.0,Community of Karawala in Regiones Autónomas del Sur,3,Nicaragua,LATIN AMER. & CARIB    ,5570129.0,129494.0,"43,0","0,70","-1,22","29,11",2300.0,"67,5","39,7","15,94","1,94","82,12",2,"24,51","4,45","0,165","0,275","0,56"
1472,"Ute (Colorado, Ute Mountain)",United States of America,Severely endangered,500.0,Ute Mountain Ute,3,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
237,Walmajarri,Australia,Definitely endangered,500.0,,2,Australia,OCEANIA                            ,20264082.0,7686850.0,"2,6","0,34","3,98","4,69",29000.0,"100,0","565,5","6,55","0,04","93,41",1,"12,14","7,51","0,038","0,262","0,7"
321,Warekena (Venezuela),Venezuela (Bolivarian Republic of),Severely endangered,500.0,"Southwest of the State of Amazonas (Venezuela), near the Guainía river. Also speakers in Brazil.",3,Venezuela,LATIN AMER. & CARIB    ,25730435.0,912050.0,"28,2","0,31","-0,04","22,2",4800.0,"93,4","140,1","2,95","0,92","96,13",2,"18,71","4,92","0,04","0,419","0,541"
64,Boguru,"Democratic Republic of the Congo, Sudan",Critically endangered,494.0,,4,"Congo, Dem. Rep.",SUB-SAHARAN AFRICA                 ,62660551.0,2345410.0,"26,7","0,00",0,"94,69",700.0,"65,5","0,2","2,96","0,52","96,52",2,"43,69","13,27","0,55","0,11","0,34"
64,Boguru,"Democratic Republic of the Congo, Sudan",Critically endangered,494.0,,4,Sudan,SUB-SAHARAN AFRICA                 ,41236378.0,2505810.0,"16,5","0,03","-0,02","62,5",1900.0,"61,1","16,3","6,83","0,18","92,99",2,"34,53","8,97","0,387","0,203","0,41"
1937,Pukobyê,Brazil,Vulnerable,494.0,,1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
2255,Swoeng,Lao People's Democratic Republic,Definitely endangered,492.0,,2,Laos,ASIA (EX. NEAR EAST)         ,6368481.0,236800.0,"26,9","0,00",0,"85,22",1700.0,"66,4","14,1","3,8","0,35","95,85",2,"35,49","11,55","0,455","0,287","0,258"
1730,Wali,Sudan,Critically endangered,487.0,,4,Sudan,SUB-SAHARAN AFRICA                 ,41236378.0,2505810.0,"16,5","0,03","-0,02","62,5",1900.0,"61,1","16,3","6,83","0,18","92,99",2,"34,53","8,97","0,387","0,203","0,41"
1667,Gavião do Pará,Brazil,Vulnerable,476.0,,1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
2352,Malecite,"Canada, United States of America",Definitely endangered,475.0,Spread over 6 communities in Canada,2,Canada,NORTHERN AMERICA                   ,33098932.0,9984670.0,"3,3","2,02","5,96","4,75",29800.0,"97,0","552,2","4,96","0,02","95,02",,"10,78","7,8","0,022","0,294","0,684"
2352,Malecite,"Canada, United States of America",Definitely endangered,475.0,Spread over 6 communities in Canada,2,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
1915,Ninam (Brazil),Brazil,Vulnerable,466.0,,1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
1626,Zoró,Brazil,Vulnerable,464.0,"Zoró and Gavião are slightly different dialects of the same language, being closer to each other than either is to Aruá and Cinta Larga, which are also mutually intelligible",1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
1917,Sanema (Brazil),Brazil,Vulnerable,462.0,,1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
935,Ixtenco Otomí,Mexico,Severely endangered,461.0,"Ixtenco, state of Tlaxcala",3,Mexico,LATIN AMER. & CARIB    ,107449525.0,1972550.0,"54,5","0,47","-4,87","20,91",9000.0,"92,2","181,6","12,99","1,31","85,7",1,"20,69","4,74","0,038","0,259","0,702"
1533,Ottawa (Michigan),United States of America,Critically endangered,459.0,"Manitoulin Island, Ontario; Walpole Island, Ontario; Mount Pleasant, Michigan and other reserves in Ontario and Michigan.",4,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
1756,Kanela Apaniekra,Brazil,Vulnerable,458.0,,1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
2347,Satawal,Micronesia (Federated States of),Severely endangered,458.0,"Satawal Island, Caroline Islands",3,"Micronesia, Fed. St.",OCEANIA                            ,108004.0,702.0,"153,9","870,66","-20,99","30,21",2000.0,"89,0","114,8","5,71","45,71","48,58",2,"24,68","4,75","0,289","0,152","0,559"
956,Chatino of Zacatepec,Mexico,Definitely endangered,453.0,Locality of San Marcos Zacatepec,2,Mexico,LATIN AMER. & CARIB    ,107449525.0,1972550.0,"54,5","0,47","-4,87","20,91",9000.0,"92,2","181,6","12,99","1,31","85,7",1,"20,69","4,74","0,038","0,259","0,702"
2527,Demisa,Indonesia,Definitely endangered,450.0,Irian Jaya,2,Indonesia,ASIA (EX. NEAR EAST)         ,245452739.0,1919440.0,"127,9","2,85",0,"35,6",3200.0,"87,9","52,0","11,32","7,23","81,45",2,"20,34","6,25","0,134","0,458","0,408"
899,Koasati (Louisiana),United States of America,Definitely endangered,450.0,"The Coushatta Tribe of Louisiana (living near Elton, in Allen Parish); the Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were speakers of Koasati among the  members of the Alabama-Quassarte Tribe in Okfuskee County, Oklahoma.   ",2,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
1544,Koasati (Texas),United States of America,Definitely endangered,450.0,"The Coushatta Tribe of Louisiana (living near Elton, in Allen Parish); the Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were speakers of Koasati among the  members of the Alabama-Quassarte Tribe in Okfuskee County, Oklahoma.",2,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
730,Nanti,Peru,Vulnerable,450.0,"Departamento de  Cusco, cuenca  de río Urubamba, Camisea  y Timpía. Aldeas de  Montetoni, Malanksejari",1,Peru,LATIN AMER. & CARIB    ,28302603.0,1285220.0,"22,0","0,19","-1,05","31,94",5100.0,"90,9","79,5","2,89","0,4","96,71",1,"20,48","6,23","0,08","0,27","0,65"
82,Shabo,Ethiopia,Severely endangered,450.0,,3,Ethiopia,SUB-SAHARAN AFRICA                 ,74777981.0,1127127.0,"66,3","0,00",0,"95,32",700.0,"42,7","8,2","10,71","0,75","88,54",2,"37,98","14,86","0,475","0,099","0,426"
750,Sharanahua,Peru,Severely endangered,450.0,"Depto. de  Ucayali,  cuenca del río Alto Purús, aldea de  Gastabala, entre  otras. ",3,Peru,LATIN AMER. & CARIB    ,28302603.0,1285220.0,"22,0","0,19","-1,05","31,94",5100.0,"90,9","79,5","2,89","0,4","96,71",1,"20,48","6,23","0,08","0,27","0,65"
653,Siona  Secoya (Peru),Peru,Definitely endangered,450.0,"According to Wilson López the Secoya people in Peru are actually located by the Yaricaya, Angusillas and Yibineto rivers (towards the Putumayo river). A smaller group lives towards the Napo river on the Huajoya river. ",2,Peru,LATIN AMER. & CARIB    ,28302603.0,1285220.0,"22,0","0,19","-1,05","31,94",5100.0,"90,9","79,5","2,89","0,4","96,71",1,"20,48","6,23","0,08","0,27","0,65"
2653,Tolomako,Vanuatu,Definitely endangered,450.0,"Big Bay, Santo Island",2,Vanuatu,OCEANIA                            ,208869.0,12200.0,"17,1","20,72",0,"55,16",2900.0,"53,0","32,6","2,46","7,38","90,16",2,"22,72","7,82","0,26","0,12","0,62"
1820,Enawenê-Nawê,Brazil,Vulnerable,445.0,"The group lives in Indigenous Lands Enawê-Nawê , north-western Mato Grosso State, 1 big village near the Iquê River, a tributary of the Juruena River - Brazil.",1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
1029,Valle Nacional Chinantec,Mexico,Definitely endangered,442.0,"Locality of San Mateo Yetla (and others with fewer speakers) in the municipality of Valle Nacional, state of Oaxaca",2,Mexico,LATIN AMER. & CARIB    ,107449525.0,1972550.0,"54,5","0,47","-4,87","20,91",9000.0,"92,2","181,6","12,99","1,31","85,7",1,"20,69","4,74","0,038","0,259","0,702"
598,Gavião de Rondônia,Brazil,Vulnerable,436.0,"one of the four dialects of one language, Gavião, Zoró, Cinta-Larga, Aruá",1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
1500,Tabasco Náhuatl,Mexico,Critically endangered,434.0,Municipalities of Cárdenas and Comalcalco in the state of Tabasco,4,Mexico,LATIN AMER. & CARIB    ,107449525.0,1972550.0,"54,5","0,47","-4,87","20,91",9000.0,"92,2","181,6","12,99","1,31","85,7",1,"20,69","4,74","0,038","0,259","0,702"
2703,Sera,Papua New Guinea,Severely endangered,432.0,"Coastal, Sandaun (West Sepik) Province",3,Papua New Guinea,OCEANIA                            ,5670544.0,462840.0,"12,3","1,11",0,"51,45",2200.0,"64,6","10,9","0,46","1,44","98,1",2,"29,36","7,25","0,353","0,381","0,266"
1921,Yecuana (Brazil),Brazil,Vulnerable,430.0,,1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
1331,Alabugat Tatar,Russian Federation,Definitely endangered,422.0,the village of Severnyy at the station of Ulan-Khol in Lagan’ County in the Kalmyk Republic; an outlying dialect of Nogay not listed at all by the SIL,2,Russia,C.W. OF IND. STATES ,142893540.0,17075200.0,"8,4","0,22","1,02","15,39",8900.0,"99,6","280,6","7,33","0,11","92,56",,"9,95","14,65","0,054","0,371","0,575"
950,"Zapotec of the Southern mountains, eastern lowlands",Mexico,Definitely endangered,420.0,"Locality of San Miguel Coatlán, state of Oaxaca",2,Mexico,LATIN AMER. & CARIB    ,107449525.0,1972550.0,"54,5","0,47","-4,87","20,91",9000.0,"92,2","181,6","12,99","1,31","85,7",1,"20,69","4,74","0,038","0,259","0,702"
931,Western Otomí,Mexico,Severely endangered,415.0,Zitácuaro (state of Michoacán),3,Mexico,LATIN AMER. & CARIB    ,107449525.0,1972550.0,"54,5","0,47","-4,87","20,91",9000.0,"92,2","181,6","12,99","1,31","85,7",1,"20,69","4,74","0,038","0,259","0,702"
282,Moose Cree,Canada,Vulnerable,405.0,Spread over 6 communities in Canada,1,Canada,NORTHERN AMERICA                   ,33098932.0,9984670.0,"3,3","2,02","5,96","4,75",29800.0,"97,0","552,2","4,96","0,02","95,02",,"10,78","7,8","0,022","0,294","0,684"
937,Tlahuica,Mexico,Severely endangered,405.0,"San Juan Atzingo in the municipality of Ocuilan, state of Mexico",3,Mexico,LATIN AMER. & CARIB    ,107449525.0,1972550.0,"54,5","0,47","-4,87","20,91",9000.0,"92,2","181,6","12,99","1,31","85,7",1,"20,69","4,74","0,038","0,259","0,702"
616,Katukina do Acre,Brazil,Severely endangered,404.0,"The group lives in the indigenous lands Rio Gregório, Tarauacá Municipality;  in the indigenous lands Rio Campinas, Tarauacá and Ipixuna municipalities, Upper Juruá River region, Acre State - Brazil.
Pano linguistic family",3,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
2264,Abai Sungai,Malaysia,Definitely endangered,400.0,"Sabah, Malaysia",2,Malaysia,ASIA (EX. NEAR EAST)         ,24385858.0,329750.0,"74,0","1,42",0,"17,7",9000.0,"88,7","179,0","5,48","17,61","76,91",2,"22,86","5,05","0,084","0,48","0,436"
1999,Barasana (Colombia),Colombia,Critically endangered,400.0,"En Colombia en el río Pirá-Paraná, Caño Colorado, Caño Tatú y el Caño Piedra (Departamento del Vaupés). En Brasil noroeste del estado de Amazonas.",4,Colombia,LATIN AMER. & CARIB    ,43593035.0,1138910.0,"38,3","0,28","-0,31","20,97",6300.0,"92,5","176,2","2,42","1,67","95,91",2,"20,48","5,58","0,125","0,342","0,533"
1403,Beezen,Cameroon,Severely endangered,400.0,,3,Cameroon,SUB-SAHARAN AFRICA                 ,17340702.0,475440.0,"36,5","0,08",0,"68,26",1800.0,"79,0","5,7","12,81","2,58","84,61",1,"33,89","13,47","0,448","0,17","0,382"
66,Buga,Sudan,Critically endangered,400.0,,4,Sudan,SUB-SAHARAN AFRICA                 ,41236378.0,2505810.0,"16,5","0,03","-0,02","62,5",1900.0,"61,1","16,3","6,83","0,18","92,99",2,"34,53","8,97","0,387","0,203","0,41"
1456,Cheyenne (Oklahoma),United States of America,Severely endangered,400.0,,3,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
1345,Cimbrian,Italy,Definitely endangered,400.0,vigorously spoken in Luserna (Lusern) in Trento Province; disappearing in Giazza (Ljetzan) in Verona Province and in Roana (Rowan) in Vicenza Province; recently extinct in several other locations in the region; an outlying dialect of Bavarian,2,Italy,WESTERN EUROPE                     ,58133509.0,301230.0,"193,0","2,52","2,07","5,94",26700.0,"98,6","430,9","27,79","9,53","62,68",,"8,72","10,4","0,021","0,291","0,688"
10,Cobiana,"Guinea-Bissau, Senegal",Critically endangered,400.0,Also spoken in Guinea-Bissau.,4,Guinea-Bissau,SUB-SAHARAN AFRICA                 ,1442029.0,36120.0,"39,9","0,97","-1,57","107,17",800.0,"42,4","7,4","10,67","8,82","80,51",2,"37,22","16,53","0,62","0,12","0,26"
10,Cobiana,"Guinea-Bissau, Senegal",Critically endangered,400.0,Also spoken in Guinea-Bissau.,4,Senegal,SUB-SAHARAN AFRICA                 ,11987121.0,196190.0,"61,1","0,27","0,2","55,51",1600.0,"40,2","22,2","12,78","0,21","87,01",2,"32,78","9,42","0,172","0,209","0,619"
449,Dagur (Amur),China,Critically endangered,400.0,the Aihui region of Heilongjiang Province,4,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35",1,"13,25","6,97","0,125","0,473","0,403"
101,Dahalo,Kenya,Severely endangered,400.0,Near of the mouth of the Tana river.,3,Kenya,SUB-SAHARAN AFRICA                 ,34707817.0,582650.0,"59,6","0,09","-0,1","61,47",1000.0,"85,1","8,1","8,08","0,98","90,94",1,"39,72","14,02","0,163","0,188","0,651"
293,Émérillon,French Guiana (France),Severely endangered,400.0,Upper Maroni and Upper Oyapock,3,French Guiana,LATIN AMER. & CARIB    ,199509.0,91000.0,"2,2","0,42","6,27","12,07",8300.0,"83,0","255,6","0,14","0,05","99,81",2,"20,46","4,88","0,066","0,156","0,778"
671,Gagauz (Maritime),"Bulgaria, Romania",Severely endangered,400.0,"the coastal region to the north of, and inland from, Varna in Bulgaria, which represents the original Gagauz territory",3,Bulgaria,EASTERN EUROPE                     ,7385367.0,110910.0,"66,6","0,32","-4,58","20,55",7600.0,"98,6","336,3","40,02","1,92","58,06",3,"9,65","14,27","0,093","0,304","0,603"
671,Gagauz (Maritime),"Bulgaria, Romania",Severely endangered,400.0,"the coastal region to the north of, and inland from, Varna in Bulgaria, which represents the original Gagauz territory",3,Romania,EASTERN EUROPE                     ,22303552.0,237500.0,"93,9","0,09","-0,13","26,43",7000.0,"98,4","196,9","40,82","2,25","56,93",3,"10,7","11,77","0,101","0,35","0,549"
1415,Hijuk,Cameroon,Critically endangered,400.0,,4,Cameroon,SUB-SAHARAN AFRICA                 ,17340702.0,475440.0,"36,5","0,08",0,"68,26",1800.0,"79,0","5,7","12,81","2,58","84,61",1,"33,89","13,47","0,448","0,17","0,382"
1821,Hobyot,"Oman, Yemen",Severely endangered,400.0,"The language is lspoken by Hobyot people and some members of 'Mahra' tribes . It is located in the far-east of Mahra in Yemen,  and in the far-west of Dhofar in Oman,  in  a very narrow and short strip on the border, from the coast into the mountain . In Yemen, from the villages of Hawf and Rehen (but no Hobyot native speakers in Jadib) , on about 12 km into  the mountain overlooking Hawf (and far below Haberut). On th eslopes of the mountains, they rear camels, cows and goats, and cultivate some vegetables and millet, they collect honey. On the coast they are fishermen, some are civil servants. ",3,Oman,NEAR EAST                          ,3102229.0,212460.0,"14,6","0,98","0,28","19,51",13100.0,"75,8","85,5",0,"0,14","99,74",1,"36,24","3,81","0,027","0,39","0,583"
1821,Hobyot,"Oman, Yemen",Severely endangered,400.0,"The language is lspoken by Hobyot people and some members of 'Mahra' tribes . It is located in the far-east of Mahra in Yemen,  and in the far-west of Dhofar in Oman,  in  a very narrow and short strip on the border, from the coast into the mountain . In Yemen, from the villages of Hawf and Rehen (but no Hobyot native speakers in Jadib) , on about 12 km into  the mountain overlooking Hawf (and far below Haberut). On th eslopes of the mountains, they rear camels, cows and goats, and cultivate some vegetables and millet, they collect honey. On the coast they are fishermen, some are civil servants. ",3,Yemen,NEAR EAST                          ,21456188.0,527970.0,"40,6","0,36",0,"61,5",800.0,"50,2","37,2","2,78","0,24","96,98",1,"42,89","8,3","0,135","0,472","0,393"
359,Inari Saami,Finland,Severely endangered,400.0,central Inari County of Lapland Province,3,Finland,WESTERN EUROPE                     ,5231372.0,338145.0,"15,5","0,37","0,95","3,57",27400.0,"100,0","405,3","7,19","0,03","92,78",3,"10,45","9,86","0,028","0,295","0,676"
363,Istriot,Croatia,Severely endangered,400.0,"the towns of Rovinj (Rovigno), Vodnjan (Dignano), Bale (Valle), Fažana (Fasana), Galižana (Gallesano) and Šišan (Sissano) in the southwest of the Istrian peninsula",3,Croatia,EASTERN EUROPE                     ,4494749.0,56542.0,"79,5","10,32","1,58","6,84",10600.0,"98,5","420,4","26,09","2,27","71,65",,"9,61","11,48","0,07","0,308","0,622"
2305,Kalao,Indonesia,Definitely endangered,400.0,Sulawesi,2,Indonesia,ASIA (EX. NEAR EAST)         ,245452739.0,1919440.0,"127,9","2,85",0,"35,6",3200.0,"87,9","52,0","11,32","7,23","81,45",2,"20,34","6,25","0,134","0,458","0,408"
1510,Kamaiurá,Brazil,Vulnerable,400.0,Terra Indígena do Xingu - Alto Xingu - Estado de Mato Grosso - Brazil,1,Brazil,LATIN AMER. & CARIB    ,188078227.0,8511965.0,"22,1","0,09","-0,03","29,61",7600.0,"86,4","225,3","6,96","0,9","92,15",2,"16,56","6,17","0,084","0,4","0,516"
769,Kickapoo (Kansas),United States of America,Severely endangered,400.0,,3,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
1527,Kickapoo (Oklahoma),United States of America,Severely endangered,400.0,,3,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
1528,Kickapoo (Texas),United States of America,Severely endangered,400.0,,3,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
873,Kiowa,United States of America,Severely endangered,400.0,"In southwestern Oklahoma,  in Caddo, Kiowa, and Comanche counties, tribal headquarters in Carnegie, Oklahoma.",3,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
2307,Koroni,Indonesia,Definitely endangered,400.0,Sulawesi,2,Indonesia,ASIA (EX. NEAR EAST)         ,245452739.0,1919440.0,"127,9","2,85",0,"35,6",3200.0,"87,9","52,0","11,32","7,23","81,45",2,"20,34","6,25","0,134","0,458","0,408"
1200,Lamongse,India,Critically endangered,400.0,"on the islands of Little Nicobar (Pangang, Onge, Tokuo-no Long), Pulo Milo (Piheun) and Kondul (Lamongse) ",4,India,ASIA (EX. NEAR EAST)         ,1095351995.0,3287590.0,"333,2","0,21","-0,07","56,29",2900.0,"59,5","45,4","54,4","2,74","42,86",2,"22,01","8,18","0,186","0,276","0,538"
1392,Ndunda,Nigeria,Severely endangered,400.0,,3,Nigeria,SUB-SAHARAN AFRICA                 ,131859731.0,923768.0,"142,7","0,09","0,26","98,8",900.0,"68,0","9,3","31,29","2,96","65,75",1,"40,43","16,94","0,269","0,487","0,244"
859,Northern Paiute (Nevada),United States of America,Definitely endangered,400.0,"Speakers of Northern Paiute are found in communities in Oregon, Nevada, California and Idaho",2,United States,NORTHERN AMERICA                   ,298444215.0,9631420.0,"31,0","0,21","3,41","6,5",37800.0,"97,0","898,0","19,13","0,22","80,65",3,"14,14","8,26","0,01","0,204","0,787"
549,Pupeo,China,Definitely endangered,400.0,,2,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35",1,"13,25","6,97","0,125","0,473","0,403"
705,Rapa,French Polynesia (France),Severely endangered,400.0,Rapa Island and Tahiti,3,French Polynesia,OCEANIA                            ,274578.0,4167.0,"65,9","60,60","2,94","8,44",17500.0,"98,0","194,5","0,82","5,46","93,72",2,"16,68","4,69","0,031","0,19","0,769"
2419,Red Gelao (China),China,Critically endangered,400.0,,4,China,ASIA (EX. NEAR EAST)         ,1313973713.0,9596960.0,"136,9","0,15","-0,4","24,18",5000.0,"90,9","266,7","15,4","1,25","83,35",1,"13,25","6,97","0,125","0,473","0,403"
2701,Sengseng,Papua New Guinea,Vulnerable,400.0,"Southwest interior, in the Amgen River area, West New Britain",1,Papua New Guinea,OCEANIA                            ,5670544.0,462840.0,"12,3","1,11",0,"51,45",2200.0,"64,6","10,9","0,46","1,44","98,1",2,"29,36","7,25","0,353","0,381","0,266"
1914,Sirionó,Bolivia (Plurinational State of),Severely endangered,400.0,,3,Bolivia,LATIN AMER. & CARIB    ,8989046.0,1098580.0,"8,2","0,00","-1,32","53,11",2400.0,"87,2","71,9","2,67","0,19","97,14",1,"23,3","7,53","0,128","0,352","0,52"
2320,Talondo,Indonesia,Definitely endangered,400.0,Sulawesi,2,Indonesia,ASIA (EX. NEAR EAST)         ,245452739.0,1919440.0,"127,9","2,85",0,"35,6",3200.0,"87,9","52,0","11,32","7,23","81,45",2,"20,34","6,25","0,134","0,458","0,408"
